,productBrand,productCategory,commission
1409,BROADBENT VENTURES LLC,Whiskey Liqueur,0.06
1410,Skyy Spirits Inc,Whiskey Liqueur,0.07
1411,MISSISSIPPI RIVER DISTIL,Whiskey Liqueur,0.29
1412,Diageo Americas,BLENDED WHISKIES,0.17
1413,Laird And Company,BLENDED WHISKIES,0.14
1414,Luxco-St Louis,BLENDED WHISKIES,0.04
1415,Jim Beam Brands,BLENDED WHISKIES,0.31
1416,Mccormick Distilling Company,BLENDED WHISKIES,0.32
1417,"Cedar Ridge Vineyards,LLC",BLENDED WHISKIES,0.28
1418,Western Spirits Beverage Co. LLC,BLENDED WHISKIES,0.05
1419,Sazerac North America,BLENDED WHISKIES,0.08
1420,Mississippi River Distilling Co.,BLENDED WHISKIES,0.28
1421,Sage Beverages,BLENDED WHISKIES,0.17
1422,Proximo,BLENDED WHISKIES,0.29
1423,"Palm Bay Imports, Inc.",BLENDED WHISKIES,0.15
1424,Iowa Distilling Company,BLENDED WHISKIES,0.31
1425,"Yahara Bay Distillers, Inc",BLENDED WHISKIES,0.16
1426,Phillips Beverage Company,BLENDED WHISKIES,0.12
1427,Honey Creek Distillery,BLENDED WHISKIES,0.32
1428,MHW Ltd,BLENDED WHISKIES,0.16
1429,"High West Distillery, LLC",BLENDED WHISKIES,0.26
1430,Broadbent Distillery,BLENDED WHISKIES,0.15
1431,Rogue Ales and Spirits,BLENDED WHISKIES,0.18
1432,"3-Oaks Distillery, LLC",BLENDED WHISKIES,0.16
1433,LEVECKE CORP,BLENDED WHISKIES,0.04
1434,Dehner Distillery,BLENDED WHISKIES,0.19
1435,"WILLIAM GRANT AND SONS, INC.",BLENDED WHISKIES,0.31
1436,Levecke Corp,BLENDED WHISKIES,0.23
1437,Castle Brands,BLENDED WHISKIES,0.09
1438,Levecke Corp.,BLENDED WHISKIES,0.12
1439,"Bacardi U.S.A., Inc.",BLENDED WHISKIES,0.16
1440,"Boffo Brands, LLC",BLENDED WHISKIES,0.18
1441,Koval Distillery,BLENDED WHISKIES,0.04
1442,Domaine Charbay,BLENDED WHISKIES,0.05
1443,Serralles USA,BLENDED WHISKIES,0.26
1444,Aiko Importers Inc,BLENDED WHISKIES,0.09
1445,Jim Beam Brands,Blended Whiskies,0.06
1446,Laird & Company,Blended Whiskies,0.31
1447,WESTERN SPIRITS BEVERAGE,Blended Whiskies,0.18
1448,DIAGEO AMERICAS,Blended Whiskies,0.17
1449,Infinium Spirits,Blended Whiskies,0.32
1450,LUXCO INC,Blended Whiskies,0.11
1451,DUNKEL CORPORATION,Blended Whiskies,0.28
1452,CEDAR RIDGE VINEYARDS LL,Blended Whiskies,0.22
1453,SAZERAC COMPANY  INC,Blended Whiskies,0.32
1454,McCormick Distilling Co.,Blended Whiskies,0.31
1455,DEHNER DISTILLERY,Blended Whiskies,0.07
1456,PROXIMO,Blended Whiskies,0.32
1457,DUNKEL CORPORATION / Iowa Distilling,Blended Whiskies,0.15
1458,Jacob Rieger & Company LLC,Blended Whiskies,0.32
1459,SAZERAC NORTH AMERICA,Blended Whiskies,0.29
1460,MISSISSIPPI RIVER DISTIL,Blended Whiskies,0.04
1461,"Foundry Distilling Company, LLC",Blended Whiskies,0.16
1462,Phillips Beverage,Blended Whiskies,0.27
1463,Cats Eye Distillery,Blended Whiskies,0.06
1464,Skyy Spirits Inc,Blended Whiskies,0.07
1465,Mhw LTD,Blended Whiskies,0.09
1466,"Caribbean Distillers, LLC",Blended Whiskies,0.28
1467,PERNOD RICARD USA,Blended Whiskies,0.33
1468,BROADBENT VENTURES LLC,Blended Whiskies,0.33
1469,JDSO INC / Red Boot Distillery,Blended Whiskies,0.14
1470,BRECKENRIDGE DISTILLERY,Blended Whiskies,0.07
1471,Templeton Distilling LLC,Blended Whiskies,0.0
1472,BACARDI USA INC,Blended Whiskies,0.11
1473,Revelton Distilling Company,Blended Whiskies,0.27
1474,"3-Oaks Distillery, LLC",Blended Whiskies,0.25
1475,W J Deutsch & Sons LTD,Blended Whiskies,0.14
1476,CONSTELLATION BRANDS INC,Blended Whiskies,0.28
1477,PIEDMONT DISTILLERS INC,Blended Whiskies,0.28
1478,PROST BEVERAGE COMPANY,Blended Whiskies,0.31
1479,Levecke Corporation,Blended Whiskies,0.29
1480,Driftless Glen Distillery,Blended Whiskies,0.33
1481,"Firestone & Robertson Distilling Company, LLC",Blended Whiskies,0.2
1482,Rebecca Creek Distillery LLC,Blended Whiskies,0.07
1483,William Grant & Sons Inc,Blended Whiskies,0.13
1484,CNS Imports; Four Seasons Trading; CNS Wine & Spirits,Blended Whiskies,0.04
1485,Old Elk Distilleries LLC,Blended Whiskies,0.26
1486,Niche Import Co,Blended Whiskies,0.11
1487,GoAmericaGo Beverages LLC / WhistlePig,Blended Whiskies,0.13
1488,CHATHAM IMPORTS INC,Blended Whiskies,0.3
1489,AIKO IMPORTERS INC,Blended Whiskies,0.13
1490,"Restless Spirits Distilling Company, LLC",Blended Whiskies,0.1
1491,Park Street Imports,Blended Whiskies,0.12
1492,RS Lipman Company LLC,Blended Whiskies,0.36
1493,Red Boot Distillery,Blended Whiskies,0.2
1494,Dilawri Barrels LLC,Blended Whiskies,0.31
1495,Eastside Distilling,Blended Whiskies,0.33
1496,"Marussia Beverages USA, Inc / Niche Import",Blended Whiskies,0.31
1497,Edrington Group USA LLC,Blended Whiskies,0.19
1498,California Tequila Inc,Blended Whiskies,0.14
1499,Bedford & Grove LLC/ Chankaska Creek and Ranch Winery,Blended Whiskies,0.09
1500,Savage & Cooke / Santa Croce LLC,Blended Whiskies,0.31
1501,Old Sugar Distillery,Blended Whiskies,0.1
1502,HIGH WEST DISTILLERY LLC,Blended Whiskies,0.53
1503,Pernod Ricard USA/Austin Nichols,AMERICAN DRY GINS,0.07
1504,E AND J GALLO WINERY,AMERICAN DRY GINS,0.06
1505,Phillips Beverage Company,AMERICAN DRY GINS,0.11
1506,Laird And Company,AMERICAN DRY GINS,0.15
1507,Luxco-St Louis,AMERICAN DRY GINS,0.09
1508,Mccormick Distilling Company,AMERICAN DRY GINS,0.27
1509,Jim Beam Brands,AMERICAN DRY GINS,0.15
1510,Sazerac North America,AMERICAN DRY GINS,0.34
1511,Heaven Hill Brands,AMERICAN DRY GINS,0.13
1512,Diageo Americas,AMERICAN DRY GINS,0.17
1513,E and J Gallo Winery,AMERICAN DRY GINS,0.07
1514,Mississippi River Distilling Co.,AMERICAN DRY GINS,0.29
1515,"Yahara Bay Distillers, Inc",AMERICAN DRY GINS,0.31
1516,"Cedar Ridge Vineyards,LLC",AMERICAN DRY GINS,0.14
1517,"TY KU, LLC",AMERICAN DRY GINS,0.05
1518,Anchor Distilling (PREISS IMPORTS),AMERICAN DRY GINS,0.25
1519,Rogue Ales and Spirits,AMERICAN DRY GINS,0.1
1520,Serralles USA,AMERICAN DRY GINS,0.07
1521,Blaum Bros. Distilling Co.,AMERICAN DRY GINS,0.3
1522,Panther Distillery,AMERICAN DRY GINS,0.23
1523,CONSTELLATION BRANDS INC,American Brandies,0.19
1524,E & J Gallo Winery,American Brandies,0.15
1525,LUXCO INC,American Brandies,0.3
1526,Heaven Hill Brands,American Brandies,0.12
1527,SAZERAC COMPANY  INC,American Brandies,0.11
1528,BROADBENT VENTURES LLC,American Brandies,0.12
1529,SAZERAC NORTH AMERICA,American Brandies,0.08
1530,Phillips Beverage,American Brandies,0.21
1531,Brown Forman Corp.,American Brandies,0.06
1532,MINHAS MICRO DISTILLERY,American Brandies,0.15
1533,CEDAR RIDGE VINEYARDS LL,American Brandies,0.2
1534,Laird & Company,American Brandies,0.14
1535,Levecke Corporation,American Brandies,0.2
1536,Jim Beam Brands,American Brandies,0.12
1537,Copper & Kings American Brandy Company,American Brandies,0.3
1538,Driftless Glen Distillery,American Brandies,0.35
1539,Laird & Company,American Dry Gins,0.21
1540,PERNOD RICARD USA,American Dry Gins,0.15
1541,DIAGEO AMERICAS,American Dry Gins,0.33
1542,E & J Gallo Winery,American Dry Gins,0.14
1543,LUXCO INC,American Dry Gins,0.12
1544,SAZERAC NORTH AMERICA,American Dry Gins,0.1
1545,BACARDI USA INC,American Dry Gins,0.18
1546,Jim Beam Brands,American Dry Gins,0.31
1547,SAZERAC COMPANY  INC,American Dry Gins,0.14
1548,DEHNER DISTILLERY,American Dry Gins,0.32
1549,McCormick Distilling Co.,American Dry Gins,0.12
1550,Phillips Beverage,American Dry Gins,0.12
1551,Mach Flynt Inc.,American Dry Gins,0.33
1552,Mhw LTD,American Dry Gins,0.18
1553,Heaven Hill Brands,American Dry Gins,0.07
1554,JDSO INC / Red Boot Distillery,American Dry Gins,0.24
1555,MISSISSIPPI RIVER DISTIL,American Dry Gins,0.26
1556,Revelton Distilling Company,American Dry Gins,0.09
1557,DAVOS BRANDS LLC,American Dry Gins,0.16
1558,W J Deutsch & Sons LTD,American Dry Gins,0.32
1559,TY KU LLC,American Dry Gins,0.18
1560,"Foundry Distilling Company, LLC",American Dry Gins,0.21
1561,Oregon Brewing Co,American Dry Gins,0.12
1562,CEDAR RIDGE VINEYARDS LL,American Dry Gins,0.24
1563,Strong Spirits Distilling,American Dry Gins,0.22
1564,One Eight Distilling LLC,American Dry Gins,0.04
1565,ST GEORGE SPIRITS INC,American Dry Gins,0.25
1566,MINHAS MICRO DISTILLERY,American Dry Gins,0.14
1567,"Sovereign Brands, LLC",American Dry Gins,0.2
1568,Jacob Rieger & Company LLC,American Dry Gins,0.21
1569,Woody Creek Distillers LLC,American Dry Gins,0.09
1570,"Restless Spirits Distilling Company, LLC",American Dry Gins,0.25
1571,Jackson Hole Still Works,American Dry Gins,0.13
1572,Red Boot Distillery,American Dry Gins,0.25
1573,BLAUM BROTHERS DISTILLING CO,American Dry Gins,0.03
1574,"Tattersall Companies, LLC",American Dry Gins,0.17
1575,Durham Distillery,American Dry Gins,0.06
1576,Middle West Spirits,American Dry Gins,0.05
1577,Park Street Imports,American Dry Gins,0.27
1578,Jim Beam Brands,American Schnapps,0.28
1579,Phillips Beverage,American Schnapps,0.05
1580,SAZERAC NORTH AMERICA,American Schnapps,0.25
1581,LUXCO INC,American Schnapps,0.23
1582,SAZERAC COMPANY  INC,American Schnapps,0.21
1583,PERNOD RICARD USA,American Schnapps,0.22
1584,DIAGEO AMERICAS,American Schnapps,0.2
1585,Heaven Hill Brands,American Schnapps,0.25
1586,Diageo Americas,CANADIAN WHISKIES,0.28
1587,"Constellation Wine Company, Inc.",CANADIAN WHISKIES,0.33
1588,Luxco-St Louis,CANADIAN WHISKIES,0.32
1589,Sazerac North America,CANADIAN WHISKIES,0.13
1590,Brown-Forman Corporation,CANADIAN WHISKIES,0.04
1591,Jim Beam Brands,CANADIAN WHISKIES,0.06
1592,"Sazerac Co., Inc.",CANADIAN WHISKIES,0.25
1593,"Hood River Distillers, Inc.",CANADIAN WHISKIES,0.26
1594,Mccormick Distilling Company,CANADIAN WHISKIES,0.17
1595,Phillips Beverage Company,CANADIAN WHISKIES,0.09
1596,Dehner Distillery,CANADIAN WHISKIES,0.33
1597,Campari(skyy),CANADIAN WHISKIES,0.16
1598,Pernod Ricard USA/Austin Nichols,CANADIAN WHISKIES,0.29
1599,"WILLIAM GRANT AND SONS, INC.",CANADIAN WHISKIES,0.13
1600,Gemini Spirits,CANADIAN WHISKIES,0.26
1601,Frank-lin Distillers Products Ltd.,CANADIAN WHISKIES,0.04
1602,DIAGEO AMERICAS,Canadian Whiskies,0.11
1603,Heaven Hill Brands,Canadian Whiskies,0.26
1604,Jim Beam Brands,Canadian Whiskies,0.29
1605,CONSTELLATION BRANDS INC,Canadian Whiskies,0.13
1606,Brown Forman Corp.,Canadian Whiskies,0.09
1607,SAZERAC NORTH AMERICA,Canadian Whiskies,0.13
1608,Phillips Beverage,Canadian Whiskies,0.3
1609,SAZERAC COMPANY  INC,Canadian Whiskies,0.12
1610,Prestige Wine & Spirits Group / United States Distilled Products Co,Canadian Whiskies,0.21
1611,Skyy Spirits Inc,Canadian Whiskies,0.14
1612,McCormick Distilling Co.,Canadian Whiskies,0.21
1613,LUXCO INC,Canadian Whiskies,0.05
1614,PROXIMO,Canadian Whiskies,0.1
1615,Prestige Wine & Spirits Group,Canadian Whiskies,0.04
1616,DEHNER DISTILLERY,Canadian Whiskies,0.03
1617,Indio Spirits Inc,Canadian Whiskies,0.04
1618,Campari America,Canadian Whiskies,0.29
1619,AMERICAN SPIRITS EXCHANGE,Canadian Whiskies,0.31
1620,AIKO IMPORTERS INC,Canadian Whiskies,0.17
1621,HOTALING & CO,Canadian Whiskies,0.11
1622,Hood River Distillers,Canadian Whiskies,0.0
1623,William Grant & Sons Inc,Canadian Whiskies,0.11
1624,Pernod Ricard USA/Austin Nichols,IMPORTED DRY GINS,0.27
1625,"Bacardi U.S.A., Inc.",IMPORTED DRY GINS,0.04
1626,Diageo Americas,IMPORTED DRY GINS,0.14
1627,Jim Beam Brands,IMPORTED DRY GINS,0.2
1628,"WILLIAM GRANT AND SONS, INC.",IMPORTED DRY GINS,0.22
1629,"William Grant and Sons, Inc.",IMPORTED DRY GINS,0.16
1630,Proximo,IMPORTED DRY GINS,0.24
1631,MHW Ltd,IMPORTED DRY GINS,0.22
1632,Mccormick Distilling Company,IMPORTED DRY GINS,0.06
1633,Kindred Spirits Of North America,IMPORTED DRY GINS,0.12
1634,Prestige Wine and Spirits Group,IMPORTED DRY GINS,0.33
1635,Anchor Distilling (PREISS IMPORTS),IMPORTED DRY GINS,0.06
1636,Campari(skyy),IMPORTED DRY GINS,0.15
1637,Vision Wine and Spirits,IMPORTED DRY GINS,0.06
1638,Sazerac North America,IMPORTED DRY GINS,0.04
1639,Luxco-St Louis,IMPORTED DRY GINS,0.07
1640,Sidney Frank Importing Co.,IMPORTED DRY GINS,0.31
1641,Diageo Americas,IMPORTED SCHNAPPS,0.07
1642,"Sazerac Co., Inc.",IMPORTED SCHNAPPS,0.19
1643,Phillips Beverage Company,IMPORTED SCHNAPPS,0.15
1644,MOET HENNESSY USA,Imported Brandies,0.12
1645,REMY COINTREAU USA INC,Imported Brandies,0.32
1646,Grand Prix Beverage LLC,Imported Brandies,0.27
1647,Jim Beam Brands,Imported Brandies,0.3
1648,"Worldwide Libations, LLC",Imported Brandies,0.3
1649,Gemini Spirits,Imported Brandies,0.12
1650,DIAGEO AMERICAS,Imported Brandies,0.06
1651,Vin Divino Ltd,Imported Brandies,0.13
1652,Mhw LTD,Imported Brandies,0.3
1653,Shaw-Ross International,Imported Brandies,0.32
1654,LUXCO INC,Imported Brandies,0.12
1655,Brown Forman Corp.,Imported Brandies,0.24
1656,Best Case Wines LLC,Imported Brandies,0.08
1657,PERNOD RICARD USA,Imported Brandies,0.19
1658,Premier Distributors LLC,Imported Brandies,0.26
1659,HOTALING & CO,Imported Brandies,0.28
1660,Park Street Imports,Imported Brandies,0.3
1661,Infinium Spirits,Imported Brandies,0.23
1662,Heavenly Spirits LLC,Imported Brandies,0.03
1663,Dreyfus Ashby,Imported Brandies,0.16
1664,CVI Brands,Imported Brandies,0.3
1665,Driftless Glen Distillery,Imported Brandies,0.09
1666,MISA Imports Inc,Imported Brandies,0.27
1667,Vin Divino Ltd / Gonzalez Byass USA,Imported Brandies,0.16
1668,DIAGEO AMERICAS,Imported Dry Gins,0.23
1669,William Grant & Sons Inc,Imported Dry Gins,0.33
1670,PERNOD RICARD USA,Imported Dry Gins,0.21
1671,BACARDI USA INC,Imported Dry Gins,0.05
1672,Jim Beam Brands,Imported Dry Gins,0.31
1673,McCormick Distilling Co.,Imported Dry Gins,0.24
1674,Mhw LTD,Imported Dry Gins,0.15
1675,PROXIMO,Imported Dry Gins,0.25
1676,Skyy Spirits Inc,Imported Dry Gins,0.03
1677,Prestige Wine & Spirits Group,Imported Dry Gins,0.15
1678,REMY COINTREAU USA INC,Imported Dry Gins,0.08
1679,AIKO IMPORTERS INC,Imported Dry Gins,0.22
1680,PALM BAY INTERNATIONAL,Imported Dry Gins,0.31
1681,Niche Import Co,Imported Dry Gins,0.2
1682,Infinium Spirits,Imported Dry Gins,0.24
1683,Fredrick Wildman & Son,Imported Dry Gins,0.33
1684,Park Street Imports,Imported Dry Gins,0.3
1685,STOLLER IMPORTS INC / MARSALLE COMPANY,Imported Dry Gins,0.3
1686,"Marussia Beverages USA, Inc / Niche Import",Imported Dry Gins,0.08
1687,W J Deutsch & Sons LTD,Imported Dry Gins,0.22
1688,Shaw-Ross International,Imported Dry Gins,0.2
1689,DIAGEO AMERICAS,Imported Schnapps,0.25
1690,SAZERAC COMPANY  INC,Imported Schnapps,0.25
1691,BACARDI USA INC,100% Agave Tequila,0.19
1692,Patron Spirits Company,100% Agave Tequila,0.33
1693,LUXCO INC,100% Agave Tequila,0.14
1694,Gemini Spirits,100% Agave Tequila,0.06
1695,PROXIMO,100% Agave Tequila,0.17
1696,Jim Beam Brands,100% Agave Tequila,0.05
1697,DIAGEO AMERICAS,100% Agave Tequila,0.21
1698,PERNOD RICARD USA,100% Agave Tequila,0.14
1699,Brown Forman Corp.,100% Agave Tequila,0.28
1700,CONSTELLATION BRANDS INC,100% Agave Tequila,0.17
1701,SAZERAC COMPANY  INC,100% Agave Tequila,0.08
1702,Skyy Spirits Inc,100% Agave Tequila,0.22
1703,E & J Gallo Winery,100% Agave Tequila,0.08
1704,"Mast-Jagermeister US, Inc",100% Agave Tequila,0.23
1705,DV Spirits LLC,100% Agave Tequila,0.31
1706,Campari America,100% Agave Tequila,0.3
1707,Heaven Hill Brands,100% Agave Tequila,0.23
1708,William Grant & Sons Inc,100% Agave Tequila,0.1
1709,MPL Brands NV Inc,100% Agave Tequila,0.22
1710,MISA Imports Inc,100% Agave Tequila,0.18
1711,Infinium Spirits,100% Agave Tequila,0.3
1712,Mhw LTD,100% Agave Tequila,0.3
1713,Mara Imports,100% Agave Tequila,0.03
1714,Shaw-Ross International,100% Agave Tequila,0.04
1715,Park Street Imports,100% Agave Tequila,0.24
1716,MINHAS MICRO DISTILLERY,100% Agave Tequila,0.25
1717,Inter Wines Group,100% Agave Tequila,0.27
1718,PALM BAY INTERNATIONAL,100% Agave Tequila,0.24
1719,Phillips Beverage,100% Agave Tequila,0.26
1720,SAZERAC NORTH AMERICA,100% Agave Tequila,0.25
1721,MARSALLE COMPANY,100% Agave Tequila,0.31
1722,McCormick Distilling Co.,100% Agave Tequila,0.25
1723,World Trade Liquor Imports LLC,100% Agave Tequila,0.18
1724,TY KU LLC,100% Agave Tequila,0.22
1725,SPIRIT OF HARTFORD,100% Agave Tequila,0.18
1726,California Tequila Inc,100% Agave Tequila,0.17
1727,STOLLER IMPORTS INC / MARSALLE COMPANY,100% Agave Tequila,0.1
1728,"Tequilas Premium, Inc",100% Agave Tequila,0.18
1729,Latasi Group,100% Agave Tequila,0.12
1730,Two Sons Imports LLC,100% Agave Tequila,0.06
1731,Hexa Partners LP,100% Agave Tequila,0.04
1732,STOLI GROUP,100% Agave Tequila,0.33
1733,Edrington Group USA LLC,100% Agave Tequila,0.17
1734,Mexcor Inc.,100% Agave Tequila,0.17
1735,"Global Beverage Team, LLC",100% Agave Tequila,0.13
1736,"Sazerac Co., Inc.",AMERICAN COCKTAILS,0.15
1737,Phillips Beverage Company,AMERICAN COCKTAILS,0.09
1738,Proximo,AMERICAN COCKTAILS,0.3
1739,Diageo Americas,AMERICAN COCKTAILS,0.14
1740,Sazerac North America,AMERICAN COCKTAILS,0.33
1741,"Bacardi U.S.A., Inc.",AMERICAN COCKTAILS,0.21
1742,Luxco-St Louis,AMERICAN COCKTAILS,0.21
1743,Jim Beam Brands,AMERICAN COCKTAILS,0.19
1744,Gemini Spirits,AMERICAN COCKTAILS,0.22
1745,"Charles Jacquin Et. Cie., Inc.",AMERICAN COCKTAILS,0.08
1746,Pernod Ricard USA/Austin Nichols,AMERICAN COCKTAILS,0.31
1747,Brown-Forman Corporation,AMERICAN COCKTAILS,0.18
1748,American Vintage Beverage,AMERICAN COCKTAILS,0.17
1749,"Mango Bottling, Inc.",AMERICAN COCKTAILS,0.09
1750,The Wine Group,AMERICAN COCKTAILS,0.23
1751,Luxco-Cleveland,AMERICAN COCKTAILS,0.29
1752,Frank-lin Distillers Products Ltd.,AMERICAN COCKTAILS,0.22
1753,Serralles USA,AMERICAN COCKTAILS,0.25
1754,National Brokers,AMERICAN COCKTAILS,0.25
1755,Koloa Rum Company,AMERICAN COCKTAILS,0.22
1756,Brown-Forman Corporation,TENNESSEE WHISKIES,0.27
1757,"Bacardi U.S.A., Inc.",TENNESSEE WHISKIES,0.0
1758,Diageo Americas,TENNESSEE WHISKIES,0.1
1759,Four Roses Distillery,TENNESSEE WHISKIES,0.31
1760,"Ole Smoky Distillery, LLC",TENNESSEE WHISKIES,0.13
1761,Heaven Hill Brands,TENNESSEE WHISKIES,0.19
1762,Luxco-St Louis,TENNESSEE WHISKIES,0.14
1763,Duggan's Distillers Products Corp,TENNESSEE WHISKIES,0.04
1764,Brown Forman Corp.,Tennessee Whiskies,0.08
1765,OLE SMOKY DISTILLERY LLC,Tennessee Whiskies,0.16
1766,Park Street Imports,Tennessee Whiskies,0.31
1767,DIAGEO AMERICAS,Tennessee Whiskies,0.2
1768,DV Spirits LLC,Tennessee Whiskies,0.13
1769,Cats Eye Distillery,Tennessee Whiskies,0.31
1770,CONSTELLATION BRANDS INC,Tennessee Whiskies,0.18
1771,Prestige Wine and Spirits Group,PEPPERMINT SCHNAPPS,0.13
1772,Luxco-St Louis,PEPPERMINT SCHNAPPS,0.16
1773,Phillips Beverage Company,PEPPERMINT SCHNAPPS,0.31
1774,Jim Beam Brands,PEPPERMINT SCHNAPPS,0.14
1775,Sazerac North America,PEPPERMINT SCHNAPPS,0.2
1776,"Sazerac Co., Inc.",PEPPERMINT SCHNAPPS,0.23
1777,Pernod Ricard USA/Austin Nichols,PEPPERMINT SCHNAPPS,0.06
1778,Minhas Micro Distillery,PEPPERMINT SCHNAPPS,0.06
1779,E and J Gallo Winery,PEPPERMINT SCHNAPPS,0.04
1780,E AND J GALLO WINERY,PEPPERMINT SCHNAPPS,0.1
1781,Duggan's Distillers Products Corp,PEPPERMINT SCHNAPPS,0.18
1782,Serralles USA,PEPPERMINT SCHNAPPS,0.18
1783,Diageo Americas,IMPORTED VODKA - MISC,0.11
1784,Pernod Ricard USA/Austin Nichols,IMPORTED VODKA - MISC,0.05
1785,Luxco-St Louis,IMPORTED VODKA - MISC,0.3
1786,"Constellation Wine Company, Inc.",IMPORTED VODKA - MISC,0.25
1787,Jim Beam Brands,IMPORTED VODKA - MISC,0.11
1788,Proximo,IMPORTED VODKA - MISC,0.18
1789,Stoli Group,IMPORTED VODKA - MISC,0.27
1790,Western Spirits Beverage Co. LLC,IMPORTED VODKA - MISC,0.3
1791,"WILLIAM GRANT AND SONS, INC.",IMPORTED VODKA - MISC,0.31
1792,"Carriage House Imports, Ltd.",IMPORTED VODKA - MISC,0.27
1793,"Moet Hennessy USA, Inc.",IMPORTED VODKA - MISC,0.08
1794,"Bacardi U.S.A., Inc.",IMPORTED VODKA - MISC,0.11
1795,"Imperial Brands, Inc.",IMPORTED VODKA - MISC,0.21
1796,Brown-Forman Corporation,IMPORTED VODKA - MISC,0.16
1797,Dehner Distillery,IMPORTED VODKA - MISC,0.04
1798,"Sazerac Co., Inc.",IMPORTED VODKA - MISC,0.27
1799,E and J Gallo Winery,AMERICAN GRAPE BRANDIES,0.19
1800,"Constellation Wine Company, Inc.",AMERICAN GRAPE BRANDIES,0.32
1801,E AND J GALLO WINERY,AMERICAN GRAPE BRANDIES,0.08
1802,Heaven Hill Brands,AMERICAN GRAPE BRANDIES,0.27
1803,Jim Beam Brands,AMERICAN GRAPE BRANDIES,0.25
1804,Brown-Forman Corporation,AMERICAN GRAPE BRANDIES,0.3
1805,Sazerac North America,AMERICAN GRAPE BRANDIES,0.25
1806,"Cedar Ridge Vineyards,LLC",AMERICAN GRAPE BRANDIES,0.19
1807,Broadbent Distillery,AMERICAN GRAPE BRANDIES,0.32
1808,Phillips Beverage,American Flavored Vodka,0.22
1809,Heaven Hill Brands,American Flavored Vodka,0.07
1810,E & J Gallo Winery,American Flavored Vodka,0.31
1811,JEM Beverage Company,American Flavored Vodka,0.26
1812,LUXCO INC,American Flavored Vodka,0.08
1813,DIAGEO AMERICAS,American Flavored Vodka,0.3
1814,McCormick Distilling Co.,American Flavored Vodka,0.31
1815,Infinium Spirits,American Flavored Vodka,0.31
1816,BLACK ROCK SPIRITS,American Flavored Vodka,0.12
1817,Skyy Spirits Inc,American Flavored Vodka,0.3
1818,Revelton Distilling Company,American Flavored Vodka,0.06
1819,WESTERN SPIRITS BEVERAGE,American Flavored Vodka,0.11
1820,Campari America,American Flavored Vodka,0.1
1821,SAZERAC COMPANY  INC,American Flavored Vodka,0.06
1822,JDSO INC / Red Boot Distillery,American Flavored Vodka,0.26
1823,Lonely Oak Distillery,American Flavored Vodka,0.21
1824,SAZERAC NORTH AMERICA,American Flavored Vodka,0.33
1825,DEHNER DISTILLERY,American Flavored Vodka,0.18
1826,BLAUM BROTHERS DISTILLING CO,American Flavored Vodka,0.01
1827,Charbay Distillers LLC,American Flavored Vodka,0.19
1828,"Cowboy Country Distilling, Inc.",American Flavored Vodka,0.29
1829,BACARDI USA INC,American Flavored Vodka,0.13
1830,Driftless Glen Distillery,American Flavored Vodka,0.14
1831,"Central Standard, LLC",American Flavored Vodka,0.08
1832,Be In Good Spirits LLC / Frankly Organic Vodka,American Flavored Vodka,0.15
1833,Middle West Spirits,American Flavored Vodka,0.18
1834,Heritage Distilling Company,American Flavored Vodka,0.17
1835,ST GEORGE SPIRITS INC,American Flavored Vodka,0.14
1836,Hood River Distillers,American Flavored Vodka,0.12
1837,Jim Beam Brands,American Flavored Vodka,0.07
1838,Bluff Creek Distillery,American Flavored Vodka,0.17
1839,"Moet Hennessy USA, Inc.",IMPORTED GRAPE BRANDIES,0.12
1840,Jim Beam Brands,IMPORTED GRAPE BRANDIES,0.27
1841,REMY COINTREAU USA         .,IMPORTED GRAPE BRANDIES,0.27
1842,R�my Cointreau USA,IMPORTED GRAPE BRANDIES,0.28
1843,"Yahara Bay Distillers, Inc",IMPORTED GRAPE BRANDIES,0.21
1844,Gemini Spirits,IMPORTED GRAPE BRANDIES,0.1
1845,Ste. Michelle Wine Estates,IMPORTED GRAPE BRANDIES,0.05
1846,Luxco-St Louis,IMPORTED GRAPE BRANDIES,0.18
1847,Pernod Ricard USA/Austin Nichols,IMPORTED GRAPE BRANDIES,0.08
1848,"W. J. Deutsch And Sons, Ltd.",IMPORTED GRAPE BRANDIES,0.06
1849,Duggan's Distillers Products Corp,IMPORTED GRAPE BRANDIES,0.18
1850,"Bacardi U.S.A., Inc.",IMPORTED GRAPE BRANDIES,0.12
1851,Stephen Augustus Imports,IMPORTED GRAPE BRANDIES,0.26
1852,"A Hardy / U.S.A., Ltd.",IMPORTED GRAPE BRANDIES,0.04
1853,Classic Wine Imports,IMPORTED GRAPE BRANDIES,0.22
1854,Grand Prix Beverage LLC,IMPORTED GRAPE BRANDIES,0.1
1855,Anchor Distilling,IMPORTED GRAPE BRANDIES,0.17
1856,"Palm Bay Imports, Inc.",IMPORTED GRAPE BRANDIES,0.24
1857,Shaw Ross International Importers LL,IMPORTED GRAPE BRANDIES,0.29
1858,Kobrand Corporation,IMPORTED GRAPE BRANDIES,0.25
1859,Aiko Importers Inc,IMPORTED GRAPE BRANDIES,0.21
1860,MHW Ltd,IMPORTED GRAPE BRANDIES,0.27
1861,Niche Import Co.,IMPORTED GRAPE BRANDIES,0.16
1862,Stanley Stawski Distributing Co.,IMPORTED GRAPE BRANDIES,0.32
1863,Vision Wine and Spirits,IMPORTED GRAPE BRANDIES,0.31
